,delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr
0,67.217893984489,84.28092761752873,81.35150476352747,172.7870409628206,0.4708194799228737,0.48777342992790673,0.3890216164935227,1.036009448903453,0.8262649127373605,1.677495197909601
1,55.16074705521134,88.33419438799226,98.95722357586214,157.85942897613694,0.6268692609474799,0.559575027991172,0.34942953622079675,0.8926502906609328,0.5574201161062714,1.7897261741010506
2,158.08515032513156,135.85591997774833,115.42795126100032,208.98593013646246,0.5523240305489887,0.6500720880541474,0.7564392024951441,1.1769759273519222,1.3695569279201427,1.103669797021503
3,141.9393851153671,190.0571715487245,128.33066500131892,205.08893770489755,0.6257317748945285,0.9267061094353015,0.692086987741892,1.4809957662634352,1.1060441798061929,1.0042863277150331
4,58.2192949327888,82.42650344407744,85.52921473670821,171.07289699981288,0.4999577153171245,0.48182093651087,0.34031863582021693,0.9637233744962805,0.6806948375711172,1.8244562916052787
5,35.22263315118788,45.73853527054754,45.25076647961584,110.84224540484861,0.4082447654713103,0.4126453330450736,0.3177726418527346,1.0107792382069687,0.7783875476905934,1.9279985075234984
6,131.7891109316679,119.24148072432986,154.1528169329905,199.96254831984044,0.7709084437472902,0.5963190693769461,0.6590689708598382,0.7735277440707656,0.8549250902690672,1.4106462599510439
7,81.05906965023993,94.7440109782497,99.00749566863342,173.92778661174287,0.5692448434915508,0.5447318845593415,0.46605014201202494,0.9569377584839323,0.8187164931586111,1.5525056859336175
8,519.8928948891618,175.6467471504473,131.85623457702667,210.32986357022216,0.6269021067139343,0.8351013221277762,2.471797804003171,1.3321080168404131,3.9428768503582217,0.49197209974088324
9,49.45621029285797,80.25151556737892,87.05331863872422,151.86258327531746,0.5732374411207134,0.5284482446995379,0.32566422370938414,0.9218662403948878,0.5681140141032853,1.8419558305376442
10,165.18059981461295,103.47636082830299,104.95290162249762,195.02940280298034,0.5381388658023096,0.5305680032914591,0.8469522925293433,0.985931396165629,1.5738545315187833,1.1165997847500329
11,177.14081443818688,187.10537559640167,171.528261106611,201.23687562095384,0.8523699276155458,0.9297767867795264,0.8802602102203482,1.0908136909293853,1.032720866493758,1.0233878814001247
12,96.63865057138376,118.68912396397738,94.25501437660819,206.07235090563447,0.4573879705956761,0.5759585089526542,0.4689549575509863,1.2592340550683014,1.025289224244892,1.394745131835851
13,109.6749860767045,109.40524643470124,96.8050092761339,199.5073839603187,0.4852201826043094,0.5483769285274251,0.5497289568917332,1.1301610035760181,1.1329474259318473,1.3525291161128652
14,71.18973357121943,110.6940842926236,104.90550484897334,197.55891204337465,0.531008719191271,0.5603092421784566,0.36034685975386177,1.0551789865744774,0.6786081786051873,1.6629539694332276
15,98.24223034680618,89.61167692728877,71.90003074542079,144.02178406031584,0.4992302464140376,0.6222091853115755,0.682134518661862,1.246337115551178,1.3663725777066247,1.1494134880606353
16,76.8350277491729,95.90207161679609,95.08607823114332,162.16799775252198,0.586343048868682,0.5913748270059322,0.4737989542574714,1.0085816283606648,0.808057595586136,1.4892809762808084
17,58.84909882020287,74.43147671628954,80.31737198587278,157.70585604151705,0.5092859200150991,0.47196393706962275,0.37315734683124563,0.9267170336372743,0.7327069768985218,1.7858808537499058
18,46.43550924446437,60.16403448241093,74.89915782329024,144.88602353531758,0.5169522635496496,0.41525078136846844,0.3204968161276453,0.8032671692298075,0.6199737165806294,2.061783509334072
19,48.053093220279834,69.39983057880535,65.93741040389328,135.67500119333155,0.4859952815473726,0.5115152383887825,0.35417794580894135,1.052510709075521,0.7287682807974293,1.7165380398882428
