,delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr
0,37.855373533001966,42.84742662673642,26.298146978086766,50.80314245070025,0.5176480372962496,0.8434011078805979,0.7451384246503473,1.6292945150256988,1.4394692357809618,0.9553731627177402
1,31.16736317929178,56.72612718647978,26.086367192124996,54.90280811833598,0.4751372122150686,1.033209941907049,0.5676824965330464,2.17455066735411,1.194775913017917,0.9214467985447153
2,39.42641570098216,58.5584387341072,48.94582080886666,59.55533029193329,0.8218545773978575,0.9832610859021444,0.6620132154035326,1.1963930273593286,0.8055113807354921,1.1073257364757036
3,28.431497738186167,59.40135011085418,36.028790560995354,38.95450965519921,0.9248939565636821,1.524890202357507,0.7298640899306366,1.6487189601962904,0.7891327267856171,0.8537045314193786
4,23.99356425292655,38.03021249505829,25.17016673703847,43.11735566424657,0.5837595174675769,0.8820163460671917,0.5564711444682194,1.510924138579343,0.9532540846310515,1.1009894266637625
5,34.62953731448493,49.64106586650362,22.244907027016396,62.74686125246657,0.3545182433510481,0.7911322554728143,0.5518927420951059,2.231569941210122,1.5567400336817512,1.0085577303504707
6,29.044105761035844,34.91340399423907,17.72546698536543,42.05529527994236,0.42148002688782277,0.8301785485474998,0.690617092751409,1.9696747071918845,1.6385523600035674,0.9346949637978572
7,29.78406013745345,54.249355107919556,51.5876461065874,30.844798475234928,1.6724909435867041,1.7587845533008095,0.9656104630207542,1.0515958606801459,0.5773486946063667,0.9809484041690328
8,26.16443707676155,49.53416347850618,34.91121861937563,53.98145662889713,0.646726131519154,0.9176144285811983,0.48469305407285573,1.4188609116902855,0.7494564243667037,1.1742974717659673
9,46.366100851936196,44.87571868248317,35.973632142518404,51.12697398618451,0.7036135592972736,0.8777307785633753,0.9068813825059392,1.2474614324374296,1.288891282043622,0.9546127704724887
10,41.58560560608731,44.47211409027504,24.844314264734848,51.51132766766611,0.4823077833485883,0.8633462988411845,0.8073099158768292,1.7900318606660353,1.6738479944731586,0.8872608082320417
11,34.82709134787843,42.079378660917634,18.624322806268857,28.796995644529947,0.6467453423324939,1.461241970528641,1.2094001672182741,2.2593776481770345,1.869978936155241,0.6166102597788595
12,35.94171881209525,17.67098439380331,38.55185251728357,62.87505458094545,0.6131502035938887,0.2810492096043217,0.5716371787132817,0.45836926736221173,0.9322955050209807,1.8918446754811247
13,24.054994422221327,55.01450109593536,24.635160237139022,43.84294471275605,0.5618956572953789,1.2548085320539375,0.548662836855996,2.233170012549689,0.9764496837311795,0.8660495998000959
14,24.38032315191519,16.730138353851856,22.4662563141613,50.471217471751196,0.44513006500656915,0.33147879508188477,0.4830539934084389,0.7446785134070709,1.0851974094387673,1.7741828020023733
15,25.241326174317,73.07514322949174,35.75539139806882,47.89989263075848,0.7464607838203967,1.5255805225452053,0.526959973979326,2.0437517356735913,0.7059446194645853,0.85087762544885
16,29.214099593697465,35.87878083539542,36.151561300927256,57.96971258409535,0.623628437841278,0.6189228691335477,0.503954535764124,0.9924545315412189,0.8081006336218223,1.4459534324579626
17,26.62987151840109,44.68879748904772,16.176851027802723,67.11864593758948,0.24101873334639123,0.6658179238389548,0.39675817571115746,2.7625152393529664,1.6461715245218638,1.1679339803255788
18,33.14611205226981,32.883459566629895,28.934809147276695,66.66517635616243,0.43403183984230176,0.4932629202231188,0.497202795582282,1.1364671320019695,1.1455445198742384,1.4478359189608232
19,31.67465676396006,75.25020680822794,34.78001061952163,38.22333786234497,0.9099155794498138,1.9686979478147386,0.8286732278073436,2.1636050555427615,0.9107144074930623,0.6827537210985541
20,36.9095299106891,42.918338090502694,31.26035305427483,41.49072159430566,0.7534299682694628,1.0344080903233306,0.8895851528346208,1.372931969641771,1.1807137893358421,0.9113493378965645
21,47.8378633734042,81.47670390442201,30.423676576719885,61.12539063794618,0.49772567928315364,1.3329436925322795,0.7826185301089399,2.6780689605005783,1.572389295316451,0.7079563357929911
22,56.446694056137765,27.793797323091837,26.503593949434137,55.44406950306296,0.4780239651775555,0.501294323670747,1.018083531062225,1.048680317700281,2.1297750849877826,0.9727823533648352
23,35.266373921641474,66.14554532193259,71.20441376382664,55.135612465803135,1.2914414219664265,1.1996882298706333,0.6396296757112258,0.928952881226247,0.49528353731854674,1.245810425164942
24,58.387794027393255,73.88247206409272,70.63957776677152,64.87699805857969,1.0888231558277188,1.1388084263298015,0.899976814196503,1.045907611566255,0.8265592161404248,1.02454300448462
25,73.82628227422886,73.81773058557744,34.70594040939156,164.51697206686342,0.2109565959874722,0.44869371018800563,0.44874569077422716,2.1269480012592332,2.1271944054353065,1.3493463677760156
26,34.90296780740496,58.334963483441115,21.61272682270323,45.49635688850755,0.4750430210415955,1.2821897723898112,0.7671596188006321,2.6991024298776947,1.6149266167904788,0.7197616118473387
27,48.67753341118961,44.53510930924946,26.543358783003097,36.431051917861076,0.7285916103341958,1.222449173569298,1.3361550339238062,1.6778249381825516,1.8338874823317393,0.675599455856384
28,36.9919121499949,50.03352619603233,22.655349418408303,40.84287028734437,0.5546953301523552,1.2250247312206113,0.9057128426514449,2.2084641146774038,1.6328113712489296,0.7296512481014285
29,41.69250003626143,61.41534007318864,34.89811912417805,26.28268119545464,1.3277990500532868,2.3367227877728807,1.5863107620645562,1.759846708490343,1.1946918940790738,0.5933671023919096
