,delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr
0,50.56460761299153,46.08721205368653,50.98679930629118,93.08035032333028,0.547771888794788,0.4951336333994751,0.5432361119972888,0.9039047887047873,0.9917195882258968,1.4905787612324743
1,58.84574132531655,62.39757155579765,42.165043902061306,91.10671794607309,0.46280938280554884,0.6848844186521058,0.645899036338329,1.4798412566753485,1.3956048868821356,1.0992091743551642
2,62.88908201877256,41.41601669641746,47.158079426688204,89.41086844585722,0.5274311752742319,0.4632100930939614,0.7033717836758857,0.8782379859383939,1.3335802217420607,1.3093218793211
3,65.64712111248993,35.690094534246235,29.381538270297014,93.13337832419575,0.3154780681102361,0.38321485998295485,0.7048721123803046,1.2147115718010855,2.2342983035321624,1.2089824632796558
4,67.19725186412614,42.2988485074737,33.23622948874892,92.70857208073915,0.35850222630765743,0.45625606735303803,0.7248224231692901,1.272672898163513,2.0218073138192065,1.1502217991514383
5,31.750667889770774,41.14162823454364,32.795195122613016,83.53832806722684,0.39257662777523306,0.4924880493350935,0.3800730589702449,1.2545017061409576,0.9681499918223686,1.5959645857696465
6,58.83561659365632,57.03595778167736,51.89180783281387,108.20017251194815,0.4795908049692217,0.5271337046655733,0.543766384357283,1.09913221688936,1.1338131980911932,1.3816329087424726
7,66.10476514436374,27.21429755500919,31.849599993604727,87.09739057388055,0.36567800463078437,0.31245824215508045,0.7589752656055778,0.8544627738016713,2.0755288969920285,1.2746269318056982
8,48.54706467290052,35.405956951899924,37.76490729379911,83.93974373494875,0.4499049629344472,0.42180206153236643,0.5783561220557752,0.9375359159881608,1.2855073175532938,1.4496756480387987
9,37.51362961797993,50.54164911965238,41.00776562068005,108.69306026996024,0.37728044015716666,0.464994259929037,0.34513362237485606,1.232489709075113,0.9147933092716947,1.7000778151720555
10,55.80283856158786,45.9736266813061,45.20283288326247,98.37383614157407,0.4595005608829679,0.4673359145529656,0.5672528463897613,1.017051891416501,1.2344987028954622,1.4107059886800408
11,54.61183084044001,53.6500362932329,63.98054695124281,107.98672962942884,0.5924852726886051,0.49682064154864497,0.5057272410031116,0.8385366935690249,0.8535693025890768,1.5884381189208616
12,66.7227893142431,37.1777467587832,51.86431450455895,95.12917969738463,0.5451987988285454,0.39081328018436934,0.701391408256593,0.716827111549218,1.2864874423121522,1.4147520287925124
13,60.69479108530169,52.542184868509224,46.882244601820084,97.29634638782554,0.4818500009748192,0.5400221778017731,0.6238136717217604,1.1207267338575637,1.2946221240214546,1.2732465678742226
14,56.01442301330186,77.35209818287909,57.27720466180073,109.33898159318586,0.5238498093471388,0.70745215526774,0.5123005738402885,1.3504866139961382,0.9779531550822862,1.2493104323377806
15,76.61982458598789,41.81900245073519,52.27291830683074,96.21264425886554,0.543306118540797,0.4346518357630709,0.79635920180967,0.8000127753584882,1.4657652005622885,1.2536899113299809
16,67.71674808442233,58.88795620857808,64.92078548594482,121.45895634347009,0.5345080135742094,0.48483831889721346,0.5575278276961989,0.9070739943731453,1.0430672946660948,1.4721391505174841
17,43.250914016486874,34.555377971414266,42.85307082539699,87.31742806263078,0.4907733974328638,0.3957443403695822,0.4953296836167001,0.8063687690482831,1.0092838898922991,1.6730073566321504
18,65.87973150167588,64.45357085959955,86.56088313093397,116.30429828601224,0.7442621159027666,0.5541804714826373,0.5664427925068282,0.7446038964517679,0.7610797061996778,1.5565107132374896
19,64.51514045984752,45.91917805399987,44.109513347106414,75.51744443680852,0.5840970079968261,0.6080605401368437,0.8543077820096586,1.0410266305287217,1.4626128371030807,1.083240784149131
20,61.170765100192796,41.255316088916885,36.641735401194445,91.61379127335647,0.3999587277407082,0.45031774709355293,0.6677025833116323,1.1259105399132392,1.6694287110156565,1.2521764494509189
21,45.985391227200864,41.813887286839275,37.91786465110832,87.95812062539164,0.4310899821586483,0.4753840462885981,0.5228100702952703,1.102748998963397,1.2127632093822756,1.433679039359884
22,60.26258627584281,33.98199412075482,41.053990707808175,86.64183492289041,0.47383565623172047,0.3922123088805558,0.6955368192452914,0.8277391195076119,1.467886196612338,1.3549407837918348
23,73.22761729463116,38.86796648348517,34.247167359140064,88.74583976651438,0.385901665354033,0.4379694483228142,0.8251385922685408,1.134925001997629,2.138209462018113,1.0972154564903167
24,97.10267297926526,49.469089950135746,48.41071826809239,92.02153677701851,0.5260803064547657,0.5375816540643795,1.0552168153261674,1.0218623420578523,2.005809383812961,0.958112614861245
25,50.16878470077588,39.07505495376314,37.778173904185465,94.94103713517345,0.397911957190844,0.4115718148110133,0.528420440882139,1.0343288442915977,1.327983317245984,1.4871526320820814
26,59.59084656815527,37.31670179933871,35.72433136849554,105.68676941352177,0.3380208475170299,0.3530877328015321,0.5638439598337377,1.0445738344104445,1.668074510715883,1.459237212830485
27,52.290234204475304,44.99808687869909,35.88263034103825,86.95536809988852,0.4126557235640551,0.5174848644997776,0.6013456713150565,1.254035349444148,1.4572575563021646,1.2626181341531144
28,55.589312183672675,38.976867823173386,48.45809306099412,88.80552420254689,0.5456653006233183,0.4389013878717193,0.6259668267582661,0.8043417592622406,1.1471626032353872,1.4515085335328541
29,57.2587799373888,45.09891786608864,36.574552515199876,88.21003996455003,0.4146302680499692,0.5112674009014513,0.6491186259568643,1.233068206298523,1.565536035296477,1.2191031564556207
30,35.888611535052675,31.44141339771739,40.13066956374726,88.00992502293093,0.45597890866616736,0.3572484965704192,0.40777913997429177,0.7834759235146312,0.8942938636506896,1.9031716491212989
31,54.4165177195868,31.208576807665608,25.172020716261184,96.35008420423968,0.261255824778548,0.3239081425347871,0.5647791402468989,1.239812137430222,2.16178583090207,1.4192346950557038
32,55.51755251398308,51.879462126522704,41.0775193509115,89.10449451180045,0.46100389857967766,0.5822317090823304,0.6230611914489979,1.2629648271438647,1.3515312850251546,1.2121567279916978
33,62.87258199197647,37.29639181021818,37.527978076682196,97.50312377165491,0.3848900078788238,0.38251484021746385,0.6448263354025394,0.9938289703220673,1.6753522362304407,1.3480331955380245
34,59.92303973877384,66.37863805199959,54.91616149443971,91.61009697331329,0.5994553363526861,0.7245777511984971,0.6541095547167675,1.2087268346080682,1.0911731284212403,1.1601291529197486
35,81.77302082692424,75.01655855691736,52.76129693053133,105.49731774416489,0.5001197950689091,0.7110755056240903,0.7751194302894696,1.4218103595081948,1.5498675276044005,1.0093694701945606
